skill_match_percentage,critical_skill_match_percentage,missing_skills_count,critical_missing_skills_count,optional_skill_match_percentage,project_relevance_score,certification_relevance_score,internship_relevance_score,resume_completeness_score,keyword_match_score,role_category_match_score,readiness_label
60,41,6,8,36,50,41,38,69,57,45,Needs Improvement
70,30,4,0,73,78,50,30,62,69,57,Moderately Ready
49,48,15,6,29,57,52,46,47,40,56,Needs Improvement
49,80,2,0,26,75,45,66,78,37,57,Moderately Ready
55,87,0,5,58,59,75,78,77,69,57,Moderately Ready
73,43,0,1,58,53,44,48,79,79,76,Moderately Ready
33,63,15,9,6,61,85,61,56,66,74,Moderately Ready
77,89,0,12,46,89,84,59,79,78,77,Highly Ready
8,0,10,6,33,13,6,1,33,35,49,Not Ready Yet
23,69,6,3,22,60,42,62,52,33,22,Needs Improvement
25,68,0,2,63,35,48,56,51,34,58,Needs Improvement
22,28,12,5,32,24,21,25,40,60,14,Needs Improvement
22,37,17,9,65,1,48,19,7,20,35,Not Ready Yet
50,56,11,0,32,43,46,26,59,26,30,Not Ready Yet
16,2,5,5,31,45,7,23,41,43,20,Not Ready Yet
27,16,14,0,23,28,6,38,56,15,10,Needs Improvement
79,68,0,0,0,88,80,63,93,67,59,Highly Ready
47,85,0,6,20,77,53,52,73,78,87,Moderately Ready
49,21,20,12,98,47,2,17,39,8,17,Not Ready Yet
79,90,0,0,81,85,60,100,94,71,87,Highly Ready
44,59,14,5,7,45,47,36,58,55,20,Needs Improvement
91,78,3,7,0,97,100,87,92,93,66,Highly Ready
22,25,0,0,36,44,5,16,53,35,22,Not Ready Yet
38,67,6,0,96,51,41,81,62,42,72,Moderately Ready
29,24,20,11,46,36,30,0,15,21,25,Not Ready Yet
11,10,9,0,43,39,9,13,18,38,16,Not Ready Yet
34,25,0,12,11,24,0,34,40,39,20,Not Ready Yet
83,73,5,0,38,97,72,36,76,99,70,Highly Ready
38,56,20,0,23,49,13,37,47,48,53,Needs Improvement
95,76,7,8,57,87,60,86,80,91,81,Highly Ready
88,75,0,0,57,73,72,71,62,75,78,Highly Ready
70,50,20,0,51,76,71,75,77,62,56,Moderately Ready
65,58,0,0,68,92,57,38,85,54,63,Moderately Ready
37,52,7,1,84,42,47,33,75,62,47,Needs Improvement
28,49,6,9,55,30,57,35,52,67,60,Needs Improvement
29,22,20,8,83,31,12,27,36,22,12,Not Ready Yet
14,30,20,12,77,24,19,51,53,35,32,Not Ready Yet
79,88,16,4,64,85,54,73,78,79,81,Moderately Ready
13,27,20,11,61,33,29,37,22,5,8,Not Ready Yet
63,19,10,11,29,56,47,9,61,54,55,Needs Improvement
43,42,13,12,47,35,36,18,54,53,62,Moderately Ready
100,79,0,12,78,70,62,87,100,88,68,Highly Ready
91,70,2,4,29,84,46,74,98,73,76,Highly Ready
64,69,0,10,54,65,40,49,76,81,84,Moderately Ready
52,100,0,9,41,90,79,61,80,75,80,Highly Ready
47,32,11,9,100,51,35,68,45,18,39,Needs Improvement
56,76,9,5,1,70,85,73,69,64,75,Moderately Ready
68,80,5,5,4,70,83,37,56,59,86,Needs Improvement
87,95,12,6,100,85,91,60,59,96,86,Highly Ready
49,56,4,8,79,57,49,48,47,52,29,Needs Improvement
30,53,20,1,83,18,13,27,48,39,50,Needs Improvement
64,64,16,7,74,73,64,29,70,71,45,Moderately Ready
51,74,17,12,61,46,53,58,71,65,76,Moderately Ready
34,27,17,8,99,16,36,15,65,18,15,Moderately Ready
84,70,0,0,29,88,76,57,91,75,62,Highly Ready
60,34,1,0,79,66,68,27,85,68,79,Moderately Ready
10,21,20,12,89,19,31,7,46,35,0,Not Ready Yet
49,32,4,7,73,31,24,58,63,45,61,Needs Improvement
59,59,10,12,60,43,52,21,90,67,51,Moderately Ready
3,43,11,7,72,18,13,36,19,39,44,Not Ready Yet
81,69,7,3,32,94,81,36,62,52,56,Moderately Ready
30,16,20,12,86,8,43,36,25,19,24,Not Ready Yet
57,22,5,7,45,54,60,30,65,45,51,Needs Improvement
33,24,19,2,68,28,32,25,28,19,40,Needs Improvement
50,13,13,4,24,42,28,20,35,61,26,Needs Improvement
19,40,15,9,41,23,44,6,31,15,39,Not Ready Yet
70,59,19,1,100,63,57,89,75,67,60,Moderately Ready
29,33,20,0,49,25,17,17,18,37,16,Not Ready Yet
21,17,13,2,87,39,55,0,68,52,27,Needs Improvement
57,69,19,0,45,65,100,47,79,76,62,Highly Ready
51,46,13,8,6,45,28,39,69,51,46,Needs Improvement
67,54,0,1,43,75,69,67,51,69,79,Moderately Ready
80,61,0,3,62,46,62,100,77,94,67,Highly Ready
14,37,20,12,67,39,0,24,47,31,25,Not Ready Yet
49,78,8,10,20,49,60,81,55,43,91,Moderately Ready
22,0,9,9,53,7,15,18,62,30,43,Not Ready Yet
62,70,0,10,67,80,100,100,72,59,81,Highly Ready
63,100,3,2,100,50,59,57,71,77,76,Highly Ready
20,18,10,6,64,44,0,24,43,28,38,Not Ready Yet
34,32,8,0,34,35,23,17,16,23,37,Not Ready Yet
22,34,5,8,77,20,10,0,62,22,50,Not Ready Yet
2,3,15,9,12,18,28,44,35,11,31,Not Ready Yet
45,11,9,12,47,4,42,5,8,47,10,Not Ready Yet
60,59,8,12,90,32,65,51,66,20,67,Needs Improvement
63,13,18,12,31,38,38,29,45,47,36,Needs Improvement
73,90,0,0,94,97,47,77,97,96,100,Highly Ready
89,89,0,0,68,86,49,95,100,81,49,Highly Ready
34,26,20,0,2,41,13,5,65,36,49,Needs Improvement
94,45,5,0,89,67,81,78,73,68,66,Moderately Ready
46,59,8,5,100,75,27,57,55,34,64,Needs Improvement
100,91,17,1,34,57,85,99,75,68,96,Highly Ready
44,39,17,12,70,64,60,16,51,34,33,Not Ready Yet
52,41,0,9,0,38,60,76,60,38,13,Needs Improvement
24,23,5,12,35,51,19,44,21,56,24,Needs Improvement
62,44,15,12,82,46,24,10,62,39,20,Needs Improvement
40,12,8,12,62,34,32,18,39,31,27,Not Ready Yet
37,31,20,11,25,44,51,56,67,54,60,Needs Improvement
82,59,20,8,30,65,43,60,65,65,68,Moderately Ready
85,92,10,2,47,100,79,95,88,86,73,Highly Ready
32,45,15,2,16,62,36,31,67,48,16,Needs Improvement
36,48,17,1,41,58,23,24,62,29,37,Needs Improvement
55,44,10,4,54,66,48,53,71,34,61,Needs Improvement
52,69,3,0,16,61,64,73,76,64,45,Moderately Ready
85,82,13,0,89,74,70,70,57,72,54,Moderately Ready
54,96,0,1,7,93,87,79,42,83,57,Moderately Ready
65,73,0,8,63,58,62,44,64,72,75,Moderately Ready
23,14,13,8,16,47,34,38,42,15,33,Not Ready Yet
47,48,4,9,47,61,54,57,79,56,68,Needs Improvement
89,66,4,12,47,69,47,81,82,92,97,Highly Ready
27,33,15,12,86,54,24,82,73,36,45,Needs Improvement
73,62,10,10,87,81,86,70,93,78,97,Highly Ready
70,45,12,0,23,68,55,38,82,91,44,Moderately Ready
32,37,20,6,95,21,0,40,46,36,22,Not Ready Yet
40,54,20,6,63,44,57,57,55,54,33,Moderately Ready
17,47,7,10,100,30,31,23,44,36,55,Needs Improvement
29,25,14,12,85,34,38,33,46,30,61,Needs Improvement
73,77,3,8,78,72,78,53,88,63,77,Highly Ready
78,69,0,0,18,88,74,61,63,92,90,Highly Ready
37,23,11,2,49,72,34,17,51,26,14,Needs Improvement
47,64,20,8,49,38,14,40,61,37,33,Needs Improvement
42,64,7,7,19,39,27,43,25,50,48,Needs Improvement
90,80,0,2,26,100,69,78,54,73,48,Highly Ready
54,32,1,12,54,43,48,50,70,64,58,Needs Improvement
56,60,17,0,42,56,43,25,76,29,45,Needs Improvement
71,73,0,1,78,85,58,34,80,82,74,Moderately Ready
78,72,11,9,0,64,75,58,87,76,86,Moderately Ready
52,63,11,1,84,74,49,53,63,55,95,Moderately Ready
21,21,8,0,54,10,17,37,36,1,41,Not Ready Yet
31,0,17,12,11,36,21,4,33,28,50,Not Ready Yet
49,54,0,5,39,64,64,42,44,72,70,Moderately Ready
85,75,2,12,15,77,47,81,83,78,99,Highly Ready
98,89,4,4,9,70,74,64,59,86,55,Highly Ready
100,74,15,0,85,57,64,80,91,77,97,Highly Ready
79,78,9,1,53,95,94,63,66,65,62,Highly Ready
62,63,0,8,26,21,31,80,33,56,45,Needs Improvement
43,56,10,7,38,21,54,51,59,42,48,Needs Improvement
63,100,5,0,5,64,60,73,77,57,96,Highly Ready
67,43,19,2,0,61,44,37,70,21,54,Needs Improvement
31,26,13,0,31,63,37,10,66,33,31,Needs Improvement
88,96,1,5,87,76,73,89,86,100,87,Highly Ready
43,41,20,12,78,30,6,41,62,57,60,Needs Improvement
71,84,0,0,71,88,100,74,68,74,73,Highly Ready
36,54,17,11,60,49,30,34,36,33,43,Needs Improvement
33,32,8,0,9,57,26,53,73,62,42,Needs Improvement
88,63,13,8,86,63,56,100,99,93,59,Highly Ready
80,77,7,2,85,54,46,44,60,63,47,Highly Ready
71,41,0,1,16,71,43,62,59,75,87,Moderately Ready
69,45,7,2,31,77,80,100,78,78,86,Highly Ready
57,67,0,3,31,82,64,55,78,56,55,Moderately Ready
57,74,2,12,78,54,76,30,76,62,67,Moderately Ready
55,68,13,5,17,61,52,52,61,39,70,Moderately Ready
48,69,7,0,18,52,47,33,68,73,60,Moderately Ready
97,69,0,5,49,100,63,57,72,97,61,Highly Ready
67,57,5,7,57,49,52,34,85,61,57,Moderately Ready
73,74,0,5,17,74,77,54,68,94,90,Highly Ready
50,47,11,0,41,41,22,51,67,57,54,Needs Improvement
94,53,2,0,85,49,72,29,93,52,68,Moderately Ready
87,93,7,0,65,94,83,100,79,61,75,Highly Ready
71,85,10,3,39,58,44,58,63,52,59,Moderately Ready
93,72,3,0,54,56,44,93,63,83,77,Highly Ready
1,8,20,1,8,45,29,40,41,44,21,Not Ready Yet
45,27,18,3,49,34,41,53,63,50,31,Needs Improvement
0,21,20,12,41,33,16,41,33,33,25,Not Ready Yet
59,22,10,0,76,65,35,30,63,53,30,Needs Improvement
58,37,4,5,16,45,33,57,69,51,53,Needs Improvement
88,72,4,0,36,88,38,44,100,91,100,Highly Ready
38,49,7,4,79,25,43,14,41,68,72,Needs Improvement
55,61,20,1,91,60,48,73,20,31,53,Not Ready Yet
48,66,0,12,27,62,58,42,94,52,50,Needs Improvement
30,17,20,12,38,27,17,29,37,15,29,Not Ready Yet
64,49,20,2,0,58,52,32,44,33,47,Needs Improvement
61,54,5,6,88,61,38,69,86,46,61,Moderately Ready
22,34,20,0,38,0,27,30,10,0,39,Not Ready Yet
68,49,7,12,53,77,68,34,58,55,57,Moderately Ready
47,54,7,0,67,58,57,33,61,50,61,Moderately Ready
46,63,8,10,29,53,20,71,75,62,74,Moderately Ready
61,100,0,5,39,81,62,58,63,76,96,Highly Ready
40,30,10,11,81,7,42,19,26,22,47,Not Ready Yet
56,78,5,4,47,77,69,86,85,46,77,Moderately Ready
92,69,2,5,58,86,82,89,88,71,68,Highly Ready
49,47,0,0,50,57,21,72,82,54,33,Needs Improvement
79,44,6,0,48,85,49,32,54,68,46,Moderately Ready
60,36,0,4,8,38,33,53,52,59,47,Needs Improvement
68,45,16,11,63,44,69,69,70,45,82,Moderately Ready
61,58,14,0,40,84,92,60,79,63,64,Highly Ready
92,85,0,9,97,85,66,87,71,80,100,Highly Ready
93,63,16,12,60,57,77,71,76,50,53,Moderately Ready
81,57,0,0,51,47,71,72,68,58,86,Moderately Ready
52,75,6,0,23,53,47,56,76,70,72,Moderately Ready
1,20,20,9,56,14,9,12,47,7,17,Not Ready Yet
55,44,12,6,65,42,62,17,39,56,59,Needs Improvement
27,15,6,12,90,44,48,1,46,40,36,Not Ready Yet
15,63,2,1,100,43,41,19,44,28,42,Needs Improvement
36,45,20,0,62,56,38,60,68,47,36,Needs Improvement
44,25,12,12,78,23,0,15,82,35,44,Not Ready Yet
62,23,0,0,94,32,27,33,45,53,42,Needs Improvement
42,15,11,0,19,13,22,36,21,46,22,Not Ready Yet
38,13,20,12,69,54,24,32,39,17,11,Not Ready Yet
51,35,20,1,48,25,47,58,50,69,42,Needs Improvement
55,51,5,0,28,68,69,76,50,51,68,Moderately Ready
46,62,10,8,52,29,33,31,27,19,25,Needs Improvement
62,71,1,0,77,77,39,46,79,74,50,Moderately Ready
68,37,9,1,89,38,51,63,67,60,49,Needs Improvement
48,37,11,12,34,46,51,19,31,45,30,Needs Improvement
99,94,8,12,15,40,39,63,75,100,97,Highly Ready
65,41,6,4,47,40,65,41,55,50,33,Needs Improvement
87,68,0,9,78,83,94,59,69,86,94,Highly Ready
39,64,20,0,72,77,55,53,76,77,77,Moderately Ready
9,37,20,6,84,18,12,13,47,26,4,Not Ready Yet
51,36,13,7,32,33,31,33,43,27,49,Needs Improvement
28,38,9,0,100,62,24,36,43,54,56,Needs Improvement
81,79,0,0,71,100,58,91,85,41,81,Moderately Ready
40,78,13,0,18,47,42,82,79,84,74,Moderately Ready
16,72,12,12,78,49,44,47,57,56,35,Not Ready Yet
81,81,13,4,71,81,77,48,73,100,100,Highly Ready
59,68,18,2,92,30,39,42,86,39,33,Needs Improvement
46,45,17,0,37,54,52,82,45,39,41,Needs Improvement
16,17,6,12,22,21,42,16,30,41,25,Not Ready Yet
65,80,2,4,2,50,67,35,67,76,73,Moderately Ready
22,26,20,0,100,49,35,13,43,39,19,Not Ready Yet
42,43,18,12,88,51,66,61,59,69,53,Needs Improvement
19,11,14,3,71,3,32,24,26,34,36,Not Ready Yet
98,49,0,0,62,95,64,48,64,86,83,Highly Ready
97,53,14,0,26,95,72,61,89,79,86,Highly Ready
29,32,0,0,28,52,56,30,41,20,78,Needs Improvement
8,40,20,1,31,9,34,36,22,27,28,Not Ready Yet
40,36,3,10,100,59,51,68,31,31,56,Needs Improvement
43,59,0,12,79,25,0,14,58,27,42,Needs Improvement
50,49,12,12,27,29,30,41,61,52,30,Needs Improvement
63,51,13,7,34,38,17,60,40,39,61,Needs Improvement
37,11,20,12,10,22,0,4,30,43,23,Not Ready Yet
44,45,1,0,0,79,66,61,54,33,82,Moderately Ready
29,22,1,12,76,0,0,1,51,13,17,Not Ready Yet
0,19,20,12,40,49,22,51,57,39,11,Not Ready Yet
63,34,7,12,57,61,13,68,53,53,31,Needs Improvement
19,65,10,11,25,28,63,35,72,46,38,Needs Improvement
46,47,12,4,41,52,30,37,70,61,60,Needs Improvement
14,28,20,11,84,18,22,0,51,30,15,Not Ready Yet
31,48,13,5,55,28,9,37,33,11,27,Not Ready Yet
16,15,4,11,0,21,40,44,45,36,17,Not Ready Yet
9,3,20,11,92,11,16,41,45,43,17,Not Ready Yet
56,26,4,0,26,28,23,53,22,51,43,Needs Improvement
45,68,4,1,87,46,61,68,80,66,83,Moderately Ready
80,52,0,1,0,50,72,52,85,62,56,Moderately Ready
48,47,4,12,24,12,6,0,29,28,48,Not Ready Yet
27,0,2,0,7,28,23,14,51,16,21,Not Ready Yet
28,74,2,0,3,34,44,54,25,55,59,Needs Improvement
70,43,14,3,43,93,70,86,66,72,86,Moderately Ready
86,66,0,9,80,55,54,46,70,64,89,Moderately Ready
77,53,0,0,85,50,78,47,58,51,59,Moderately Ready
83,92,7,0,32,94,80,98,92,86,76,Highly Ready
42,16,20,9,78,61,48,63,48,18,63,Needs Improvement
76,84,7,4,69,85,78,84,90,86,67,Highly Ready
69,59,20,12,78,57,59,69,37,62,94,Moderately Ready
83,32,11,11,89,67,37,38,79,90,80,Moderately Ready
100,75,11,1,82,56,95,98,99,81,75,Highly Ready
33,52,0,6,84,41,42,42,49,67,43,Needs Improvement
30,16,20,0,5,28,41,25,33,37,13,Not Ready Yet
34,24,20,0,68,3,27,51,49,30,41,Not Ready Yet
77,79,5,0,0,72,42,83,89,62,97,Highly Ready
51,38,10,0,55,37,51,37,53,72,29,Needs Improvement
51,83,3,2,57,34,53,46,55,46,75,Moderately Ready
49,86,0,3,27,78,64,39,64,56,29,Moderately Ready
16,25,11,4,0,32,0,23,47,2,36,Not Ready Yet
28,14,20,8,31,20,10,7,53,47,55,Not Ready Yet
99,66,15,10,58,63,78,76,81,55,79,Highly Ready
83,65,0,4,59,82,68,41,91,100,85,Highly Ready
88,77,7,4,62,78,90,84,72,95,77,Highly Ready
96,50,3,12,75,60,24,30,84,48,61,Moderately Ready
49,48,13,11,3,34,33,47,55,59,20,Needs Improvement
37,3,20,12,22,43,38,43,22,44,38,Not Ready Yet
72,96,10,6,95,75,50,93,85,86,64,Highly Ready
26,36,20,0,100,33,32,25,16,10,54,Not Ready Yet
79,73,0,10,60,88,84,94,98,70,82,Highly Ready
14,1,20,8,28,21,8,27,55,25,53,Not Ready Yet
55,52,0,10,83,76,36,75,58,60,50,Moderately Ready
32,59,0,9,61,37,45,36,55,16,29,Needs Improvement
70,99,3,0,78,71,51,63,61,62,80,Highly Ready
38,22,18,12,99,12,30,21,30,51,47,Not Ready Yet
42,59,3,0,82,44,27,28,68,33,66,Needs Improvement
46,13,14,5,100,38,16,50,30,21,70,Needs Improvement
16,29,0,7,15,19,32,39,65,29,15,Not Ready Yet
81,100,7,7,59,95,76,31,100,94,94,Highly Ready
100,82,4,3,0,97,100,50,68,62,93,Highly Ready
69,100,2,12,66,78,58,80,82,70,95,Highly Ready
41,42,6,6,41,33,28,0,42,34,48,Needs Improvement
33,12,20,1,20,35,39,44,20,47,43,Not Ready Yet
56,36,13,9,41,40,41,55,46,52,46,Needs Improvement
85,56,0,12,52,67,71,74,68,68,46,Moderately Ready
31,68,19,2,21,52,64,59,55,33,11,Needs Improvement
69,95,13,12,12,41,57,40,91,68,73,Moderately Ready
40,42,8,3,100,61,55,59,85,30,71,Moderately Ready
71,39,20,7,38,56,41,46,71,43,73,Moderately Ready
100,79,2,5,33,78,62,79,100,72,95,Highly Ready
69,41,8,12,44,60,25,62,76,53,56,Needs Improvement
59,84,5,2,38,55,38,84,74,83,76,Moderately Ready
44,73,0,12,91,72,36,63,98,71,48,Moderately Ready
63,93,4,6,2,54,89,55,76,93,63,Highly Ready
70,59,11,11,71,76,29,48,40,81,85,Moderately Ready
62,83,20,7,27,70,66,38,87,80,67,Moderately Ready
89,95,0,11,43,75,57,63,67,81,66,Highly Ready
82,65,0,0,86,84,83,70,87,56,46,Moderately Ready
59,31,0,8,60,49,40,37,77,42,45,Moderately Ready
46,18,0,2,62,57,46,62,72,29,50,Needs Improvement
53,53,6,4,69,97,53,57,69,43,60,Moderately Ready
28,34,16,0,29,39,38,2,14,43,20,Not Ready Yet
86,47,1,12,47,75,100,40,89,40,67,Highly Ready
93,71,13,0,99,84,100,78,61,88,76,Highly Ready
63,20,20,2,56,33,24,28,49,31,38,Needs Improvement
27,0,20,1,25,13,39,7,14,44,34,Not Ready Yet
90,77,2,0,98,65,56,52,90,89,100,Highly Ready
88,68,6,0,20,93,68,41,62,56,49,Moderately Ready
39,11,20,2,71,36,43,23,8,39,0,Not Ready Yet
14,47,20,12,38,17,35,1,36,32,25,Not Ready Yet
32,0,12,8,15,31,25,33,12,43,30,Needs Improvement
41,60,14,0,16,71,53,62,75,62,82,Moderately Ready
45,37,4,0,9,58,25,29,69,38,23,Needs Improvement
49,29,5,4,43,46,48,41,71,64,38,Needs Improvement
45,43,16,0,28,43,71,28,59,59,57,Moderately Ready
51,32,13,12,7,49,28,44,54,53,27,Needs Improvement
97,82,0,0,65,91,58,92,88,73,100,Highly Ready
42,28,14,12,100,43,24,60,69,76,37,Needs Improvement
0,14,20,4,53,44,20,47,43,24,17,Not Ready Yet
60,70,13,0,0,85,62,68,59,67,83,Moderately Ready
48,41,0,3,59,63,44,21,47,44,51,Moderately Ready
31,35,20,0,24,36,36,22,40,16,10,Not Ready Yet
20,21,17,12,39,37,2,51,33,13,17,Not Ready Yet
29,28,0,0,53,55,29,17,37,63,59,Needs Improvement
34,46,20,0,100,21,25,18,29,23,19,Not Ready Yet
94,42,3,7,25,63,63,53,92,62,74,Moderately Ready
80,73,20,12,30,62,83,56,77,47,54,Moderately Ready
85,87,0,2,74,91,94,60,69,86,74,Highly Ready
61,94,7,0,59,80,65,68,81,58,87,Highly Ready
50,63,17,0,22,63,60,34,51,10,35,Moderately Ready
80,95,0,4,57,68,68,68,57,64,76,Highly Ready
56,66,17,12,48,63,54,51,92,80,78,Moderately Ready
32,20,18,12,30,21,41,0,55,45,41,Not Ready Yet
23,29,18,12,69,15,47,44,30,23,41,Not Ready Yet
35,23,8,12,80,8,11,48,32,33,25,Not Ready Yet
66,49,10,0,100,64,55,52,69,56,73,Moderately Ready
60,48,17,7,0,71,53,80,100,64,51,Moderately Ready
64,56,2,5,2,55,36,50,73,63,63,Moderately Ready
50,17,20,8,100,21,39,29,44,23,31,Not Ready Yet
30,44,20,0,65,52,30,20,26,25,48,Not Ready Yet
26,56,17,12,26,65,44,22,83,29,61,Needs Improvement
25,22,20,4,30,8,54,9,43,16,27,Not Ready Yet
9,9,6,9,45,12,43,0,26,2,33,Not Ready Yet
75,76,0,3,87,93,61,86,95,71,60,Highly Ready
40,69,11,6,23,57,13,1,34,63,50,Needs Improvement
63,64,2,0,1,64,32,35,79,71,81,Moderately Ready
33,28,18,10,60,1,34,18,17,17,44,Not Ready Yet
92,57,0,1,65,82,73,93,64,93,59,Highly Ready
0,1,6,7,90,36,30,15,27,8,60,Not Ready Yet
65,66,8,3,58,93,44,29,83,92,43,Moderately Ready
40,0,20,12,42,0,18,32,46,53,61,Not Ready Yet
99,88,0,0,2,100,74,68,91,88,77,Highly Ready
100,99,0,0,74,56,64,81,96,74,91,Highly Ready
15,4,20,9,1,25,33,21,41,40,29,Not Ready Yet
46,62,7,0,48,68,72,78,63,53,68,Moderately Ready
69,56,9,6,74,78,69,51,74,45,65,Moderately Ready
87,78,5,12,96,82,38,63,88,82,95,Highly Ready
50,55,12,0,40,26,60,44,72,46,36,Needs Improvement
66,68,0,3,31,44,47,41,73,43,62,Moderately Ready
50,17,20,12,98,34,35,42,32,54,37,Needs Improvement
61,83,0,1,87,79,45,81,98,94,83,Highly Ready
81,79,8,0,69,68,55,97,96,57,83,Highly Ready
0,36,7,12,11,28,49,18,32,30,32,Not Ready Yet
75,68,4,0,97,68,96,84,72,91,62,Highly Ready
30,59,3,0,39,24,53,37,50,42,36,Needs Improvement
70,56,18,11,55,46,11,38,59,36,33,Needs Improvement
68,46,0,12,63,48,40,46,90,52,50,Moderately Ready
95,67,9,2,6,74,66,99,66,88,77,Highly Ready
11,30,19,5,35,8,31,33,57,10,11,Not Ready Yet
43,17,7,6,36,23,51,15,9,32,39,Not Ready Yet
10,31,14,6,19,17,28,30,37,21,41,Not Ready Yet
54,48,0,5,88,49,44,46,65,59,42,Needs Improvement
85,79,4,1,77,75,66,41,82,70,86,Highly Ready
60,47,0,1,62,63,40,30,45,39,26,Needs Improvement
26,51,1,6,51,62,36,44,59,50,36,Needs Improvement
79,74,7,2,14,86,58,91,98,93,68,Highly Ready
64,40,4,9,70,86,60,32,97,59,44,Moderately Ready
93,100,0,0,9,89,48,50,55,69,87,Highly Ready
83,67,15,3,37,85,61,100,82,56,67,Highly Ready
81,44,16,0,17,62,64,52,68,84,54,Moderately Ready
66,71,9,0,52,84,95,66,65,76,74,Highly Ready
61,72,0,3,96,63,48,65,40,61,37,Moderately Ready
75,87,9,0,38,46,61,31,76,78,67,Moderately Ready
27,32,19,7,75,22,11,23,35,17,20,Not Ready Yet
42,37,6,0,93,34,49,68,39,35,30,Needs Improvement
51,94,0,12,19,76,89,72,51,57,61,Moderately Ready
73,45,10,12,81,29,54,48,49,49,66,Needs Improvement
44,46,20,5,100,92,25,29,56,74,94,Moderately Ready
67,44,0,12,100,26,70,25,69,61,38,Needs Improvement
32,31,7,11,22,30,52,63,65,20,35,Needs Improvement
52,28,19,1,48,39,9,9,37,11,48,Not Ready Yet
70,93,17,0,63,100,53,70,68,68,62,Highly Ready
83,41,8,0,90,66,79,74,49,66,75,Highly Ready
75,60,0,6,63,85,50,54,80,80,73,Highly Ready
86,45,8,0,17,60,76,74,63,82,76,Moderately Ready
49,1,14,12,62,47,38,10,35,20,18,Not Ready Yet
57,53,12,12,84,27,36,8,43,68,60,Needs Improvement
3,28,0,12,100,1,12,8,37,10,34,Not Ready Yet
67,84,20,0,18,75,84,38,91,52,67,Moderately Ready
52,70,0,5,30,81,42,51,87,90,61,Moderately Ready
69,10,16,6,78,58,19,18,44,59,65,Needs Improvement
99,75,2,6,100,54,59,52,74,84,63,Highly Ready
51,42,20,0,64,56,48,36,49,47,48,Needs Improvement
30,55,20,10,58,33,24,65,80,44,40,Needs Improvement
63,48,6,0,64,84,78,40,71,49,59,Moderately Ready
53,67,4,0,17,50,79,35,57,72,59,Moderately Ready
69,80,7,8,85,77,89,31,94,86,61,Highly Ready
92,55,5,3,97,81,78,81,49,66,58,Moderately Ready
27,42,6,12,50,16,41,50,62,25,54,Not Ready Yet
67,63,6,12,55,76,60,36,60,88,37,Needs Improvement
64,45,0,6,5,37,42,60,59,71,26,Needs Improvement
20,20,6,2,70,36,46,24,31,23,21,Not Ready Yet
54,80,0,0,11,100,52,78,93,76,100,Highly Ready
47,16,20,6,33,47,34,29,11,29,38,Not Ready Yet
52,75,20,3,100,46,76,68,82,69,69,Moderately Ready
58,12,17,1,70,53,25,33,65,59,26,Needs Improvement
83,97,14,7,26,57,90,55,75,84,74,Highly Ready
37,47,11,12,39,36,15,10,25,54,13,Not Ready Yet
69,68,18,0,8,77,27,82,84,83,42,Moderately Ready
77,55,0,10,72,81,73,71,100,93,94,Highly Ready
50,68,7,9,11,54,4,35,57,37,53,Needs Improvement
3,17,6,0,54,18,41,18,52,34,50,Not Ready Yet
22,16,20,12,4,39,50,22,58,9,51,Not Ready Yet
18,9,20,12,34,31,36,15,43,36,0,Not Ready Yet
60,68,19,1,51,40,43,32,62,65,42,Moderately Ready
39,38,20,12,70,30,41,31,30,48,52,Not Ready Yet
53,21,0,0,60,27,59,24,67,73,36,Needs Improvement
81,56,3,6,98,58,70,74,74,78,95,Moderately Ready
33,42,11,9,33,38,21,20,40,43,58,Needs Improvement
56,96,3,12,24,45,85,57,69,82,76,Moderately Ready
90,85,8,12,12,78,57,61,100,96,95,Highly Ready
27,31,17,4,52,49,35,28,26,24,5,Not Ready Yet
63,45,6,7,30,51,23,35,35,49,63,Needs Improvement
54,44,1,12,15,17,43,19,58,56,54,Needs Improvement
68,69,11,0,49,77,77,77,81,88,33,Moderately Ready
58,84,2,1,20,71,37,50,63,46,66,Moderately Ready
81,52,8,0,20,73,100,95,61,60,92,Highly Ready
39,5,20,12,92,36,34,25,23,51,54,Not Ready Yet
58,41,13,12,76,14,10,27,64,26,40,Not Ready Yet
38,19,0,0,30,24,18,18,27,36,36,Not Ready Yet
3,29,13,4,63,38,16,34,25,38,17,Not Ready Yet
64,59,17,6,10,52,71,71,72,71,88,Moderately Ready
43,48,4,0,78,89,73,62,82,57,80,Moderately Ready
60,58,8,0,39,72,100,68,61,93,100,Highly Ready
80,51,0,0,84,73,54,70,47,79,57,Moderately Ready
91,100,0,0,30,90,51,82,69,75,91,Highly Ready
44,66,17,0,54,74,55,87,83,84,72,Moderately Ready
71,64,0,7,24,27,28,43,55,32,50,Needs Improvement
49,40,1,12,43,62,47,39,32,46,66,Needs Improvement
65,64,16,5,86,81,56,44,76,90,50,Moderately Ready
47,27,17,10,67,47,23,26,40,44,42,Needs Improvement
42,45,9,0,89,40,25,54,53,24,34,Needs Improvement
22,7,7,6,76,0,10,0,0,35,35,Not Ready Yet
100,100,7,0,26,71,79,92,87,66,79,Highly Ready
23,0,4,2,29,10,21,40,53,20,17,Not Ready Yet
62,77,4,4,63,87,47,75,56,58,58,Moderately Ready
42,25,8,11,10,23,12,19,36,11,38,Not Ready Yet
3,24,20,12,37,15,48,20,33,21,50,Not Ready Yet
